teks,label
sender pengin banget sembuh sender tolak pikir pasang inti jahat pasang kerja pasang,Positif
semenjak ketemu orang tulus hidup sosial lingkup personal profesional asia jahat banget komen respon bentuk bumbu,Positif
rasai nama kerja zona nyaman jahat kerja jahat teman kerja jahat kayak rasai,Negatif
jahat gaji lampau sikit bonus kerah tenaga langsung bayar kena tahan maki rumah,Negatif
jahat gaul jahat pandai gaul suka cerita buruk orang lepas pilih kasih kerja long kerja,Negatif
omong kerja jahat teman jahat lingkung jahat mending kaca omong jahat orang semangat pagi,Negatif
arti usaha bilang jahat staff pakai jalur rekan kerja lihat situ coba bokap bokap tegur suka,Positif
gampang anak kakak anggur adik lulus orang pensiun kerja jahat,Negatif
contoh ayat toksik positif senarai konsep mudah senang ayat ruang motivasi realistik,Negatif
buram maksud lingkung kerja jahat kayak kayak kerja marah normal,Negatif
jahat kerja cabar,Negatif
umur jahat kerja,Negatif
jahat orang personal orang,Negatif
tiada sedih marah tekan serabut putus orang manusia senarai toksik positif popular mudarat,Negatif
definisi stres toksik laku usia tekan henti sokong patut jaga intervensi lang alam dewasa,Positif
kerja jahat plus kapai,Netral
stres modus laku majikan suasana jabat toksik kalah undur mental,Negatif
jahat orang,Negatif
pengin coba takut salah ambil putus kuat jahat banget usaha keluarga milik keluarga milik rasai susah keluarga notabene jilat kerja,Positif
pendek istilah toksik positif asas rujuk toksik ruang manusia maksud pelbagai jenis emosi selar situasi,Negatif
dunia kerja orang kali kali beda bela lingkung jahat rekan kerja jahat kayak,Negatif
sakit staff mintak cuti orang buka long vent staff,Negatif
orang stres kerja rana tugas galas rana perangai setan orang kerja orang henti kerja stres orang keliling jahat,Negatif
jahat diam orang bikin bikin cermin biar kalah sakit egois kayak cermin,Negatif
jahat mudah percaya anggap orang,Positif
kerja orang bahagia kerja orang suka geng orang puak orang layan orang tegur tegur orang diam diam gaji bahagia jahat orang drama,Positif
video orang bilang lingkung jahat balas video beliau jahat kasihan mbak pepatah pandu,Negatif
kerja jahat pilih diam tahan jahat kejam takut jahat gali rahasia hidup senjata,Negatif
tanda kerja budaya jahat kelompok start kelompok mesti gosip jalan pokok goyang angin,Negatif
selesai cerdas komunikasi wajar emosi sayang dewa kerja orang pintar jahat,Positif
semangat coba cuek balas prestasi kerja ambil hati lingkung kerja jahat karir,Negatif
bahaya jahat salah sadar rendah rendah arti harga cabut jahat,Negatif
pengin cari aman nyaman harga nyata jahat,Positif
jahat diam malas gaduh over over,Negatif
episode jahat,Negatif
kantor jahat rupa rejeki terkadang kantor jahat kembang cocok kerja pulang ambil gaji,Positif
kerja takut jahat orang inkompeten usaha bedak julid tinggal cabut kerja sampah kerja inkompeten tukang julid,Negatif
sadar kantor jahat suka bilang keluarga,Negatif
sikap toleh bagus lepas jahat tinggal kerja jahat bagus amal sikap lepas toilet orang bayar hasil,Negatif
cewek jahat bayang enak alam alam,Positif
perangai orang jahat kerja selesa,Negatif
jahat jenis cepat risau over fikir orang talk,Negatif
jahat izin jahat masuk hidup,Negatif
over late gaji kota panggar,Positif
salah ciri pasang jahat laku keras fisik verbal surup hajar ampun maaf menang kayak budak tuan pasang luluh maaf siklus ulang,Positif
dunia dokter jahat normalisasi suka dengar cerita dokter residen suruh butuh salah guru,Negatif
nyata kerja moga kerja,Positif
nyata jahat tahan kerja dapur segala-galanya kerja kondisi untung minimal uang,Negatif
sadar sadar ngeri kerja bentuk besok lusa salah teman cerita alam seram kantor simak,Negatif
bilik lipas kena marah jahat,Negatif
omong tegang menang langsung suruh pulang sedih ketemu orang omong,Positif
cewek sedih jahat minggu bilang kerja beban rekan kerja sindir salah kerja rekan kerja senior ajar,Negatif
cerita kali masuk kerja manager sayang kompetensi jahat,Negatif
kerja cakap orang jahat masuk kerja cakap orang dengki masuk cakap problem cakap problem problem,Negatif
were jahat tekan takut hilang bebas harga pribadi positif,Negatif
nama jahat busuk buang paksa genggam harap busuk manfaat kedok hikmah racun racun buang rugi,Negatif
jahat kerja vendor vendor banget,Netral
punca kerja kerja kerja timpal gaji kena tanggungjawab silap staff alam percaya kerja kerja bagus pangkat drama,Positif
kantor asli performa pegawai bilang ketemu jelek bikin putus percaya pengaruh performa,Positif
jahat orang personal,Negatif
kerja nyata suka gosip salah syukur berani suka poin ribut,Negatif
kerja jahat lingkung jahat,Negatif
bahaya banget jahat anggap pasang laki anak laki jahat kasar pasang laki bela anak salah pasang,Negatif
kerja kerja jahat capek banget,Positif
kerja jahat banget anjing,Netral
kantor lihat jahat,Netral
sehat paham batas komunikasi niat jahat protes kekang serang refleksi hormat butuh,Negatif
buli kerja sangka sebar kritik kerja masuk akal,Negatif
nasihat kerja jenis jahat orang puji kosong asyik kritik orang salah mata salah orang,Negatif
jenis jahat kerja tarikh gaji kerja bayar kerja sebar ambil elak rapat golong,Negatif
dunia kerja lari jahat kawan kerja gila kawan kerja kawan kerja gaji sikit,Negatif
bahaya hubung jahat sadar rendah arti percaya asli harga hubung jahat,Positif
orang jahat kayak lihat tenang salah cari celah langkah laku salah mata gerak,Negatif
tanda tanda kerja jahat kerja tukar tukar cakap susah mintak cuti kena perli teruk buli orang kredit kerja orang jahat,Negatif
stop jahat kerja positif sehat layak harga kerja,Negatif
jahat mahasiswa pola pikir kayak bocah mahasiswa malas kontribusi kerja kelompok suka cari musuh balas sengak,Negatif
usaha jahat keluarga,Negatif
tanda lingkung kerja jahat stres berangkat kerja takut interaksi rekan kerja remeh harga sehat mental fisik ganggu kucil,Negatif
keras aniaya bantu oktober selesai kerja verbal korban anak korban fisik luka jahit,Negatif
teman jahat bilang ketemu teman cocok arti langsung,Positif
buah kerja jahat buli buta percaya harga,Positif
atur buah usaha debat kerja korea selatan usaha korea bikin atur kerja kantor pagi sore karyawan smoking menit,Positif
sumpah kayak lihat kerja jahat bikin stres harap,Negatif
normalisasi lembur bayar karyawan suka drama nyinyir jahat mampus kantor kerja,Positif
salah bahaya hubung jahat sadar rendah rendah arti minder mudah harga hubung jahat,Negatif
kerja manager kerja masuk aspek keluarga sehat teman spiritual akar manager jahat bahas,Negatif
tongkrong jahat tinggal entar jahat contoh orang teman ketemu omong bisnis omong mantan sambung,Negatif
perilaku jahat temu normalisasi lingkung simak ulas,Negatif
kerja sempurna kadang kerja stres kadang kerja kadang kerja jenis kuat royan pasal,Negatif
lingkung kerja jahat gaji lingkung kerja jahat teman kerja,Negatif
kena tengok cakap duduk orang kerja over orang kadang jahat kerja asah adab ajar,Negatif
sifat pasang potensi jahat malas usaha konsisten kerja kontrol emosi orang luka uang bijak,Negatif
manajer hasil kerja busuk lapang biar lihat kerja,Positif
jahat suka jaga tepi kain staff layan suruh orang kerja personal,Negatif
senang pindah kerja kali skala usaha arti ketemu orang jahat jilat tukang cuman beda muka lingkung positif relatif pilih gaji,Negatif
kerja orang dikit jahat kapai kerja were dengar tantang bangga hasil selesai bikin tipes,Positif
pikir kerja jahat bikin fokus turun produktivitas sepele salah,Negatif
kerja jahat cari validasi teman kerja keluarga bawa arus kerja sesuai desk pulang pulang kepo urus orang terap prinsip kerja pulang ambil,Negatif
verbal mantan karyawan kang beber keras verbal terima kerja dengar lupa napas buruk serangga mati,Positif
teman jahat jatuh kuliah kerja,Negatif
pilih rasai kerja lingkung jahat capek kerja,Negatif
tanda kerja bikin putus ajar pimpin alami mental kerja jahat,Negatif
lingkung kerja jahat habis tiktok,Negatif
kerja fokus lingkung jahat drama alam pahit ajar lingkung kerja dukung tantang tahan mental,Negatif
makan siang cerita kerja jahat alamin cerita seru kasih,Positif
bilang kantor jahat,Negatif
paham banget orang tahan kerja jahat cari kerja susah kudu kerja pakai november kerja juli stres,Negatif
pengin ijazah kerja jahat tahan lulus kuliah pura capek maaf curhat dikit orang cuman senyum,Positif
keluarga beranta cinta gagal kerja jahat indah capek butuh istirahat butuh rumah butuh singgah,Negatif
kerja kantor jahat,Negatif
istirahat kerja jahat parah istirahat,Negatif
pilih gaji juta kantor nyaman jenjang karir gaji juta kantor jahat jenjang karir gaji juta kerja negeri libur,Positif
allah rencana nyata putus orang allah balas kasih orang sayang banget kerja ketemu orang jahat kerja alhamdulillah banget,Positif
pilih lingkung kerja jahat gaji keluarga lingkung kerja jahat gaji sepi teman,Negatif
niat motor beli motor mudah anak sekolah niat kerja harap allah jahat person jahat kerja jujur allah penat,Positif
lingkung kerja jahat kerja kerja orang cewek sakit jiwa,Negatif
orang jahat egois suka cemburu sikap kasar nilai buruk suka manipulasi manfaat orang suka salah salah orang,Negatif
masuk lingkung jahat banding,Negatif
lingkung kerja olah nikel rokok sedia langgar fatal langsung pecat bawa atur kejam urus pilih mati selamat,Negatif
heran banget lingkung kerja panas jahat kadang atur senior tahi anjing kesel banget orang kayak cari duit lagak gaji songong,Negatif
laku maksud benda orang kawan perempuan cakap alam kerja gaul batas,Positif
salah jahat rapat sesuai arah,Negatif
habis usaha manusiawi toleran kerja pengin,Positif
kebelet pengin nyata tekan batin kerja jahat banding stres rumah kondisi,Negatif
jahat paksa kerja kerja,Negatif
habis lebaran kerja kerja manusia kerja nyaman jahat positif zona admin gudang coba,Positif
mami licia pulang kerja jahat ikhlas hati ikhlas bulat,Positif
orang betah kerja jahat lembur gaji kerja ikhlas anjir kayak gaji bikin kayak ikhlas pulang malam nama,Negatif
jahat kerja harap anak kena teruk,Negatif
kerja jahat betah kerja teman banget kerja kerja bikin betah baca nabi yunus,Positif
kayak kerja jahat,Negatif
pengin keluh orang kerja jahat habis,Negatif
coba kerja lingkung jahat kerja allah amin,Positif
rindu duduk allah situ jahat kerja,Positif
dedikasi toksik kerja kerap respon kerja kerja abai keluarga kawan kerja sila sambung,Negatif
lingkung kerja jahat omong orang cari salah orang goreng informasi asumsi jelek orang goreng informasi sesuai fakta,Negatif
allah capek banget jahat manipulatif kerja,Positif
tetangga jahat singgung orang gosip kena fitnah jelek hati lihat orang sukses kayak fitnah miskin hina,Negatif
jahat jahat jujur hidup dasar ragu tinggal bawa pengaruh,Negatif
sorok bodoh kerja kerja bagus kerja kerja putus amal jahat,Negatif
keluarga toksik wujud adik adik dengki dengki jaya adik adik kerja cakap tikam perkara sakit benda sandar hadis,Negatif
anak jaman ajar beda kerja jahat lihat wajar asumsi justifikasi performa bikin salah kantor,Negatif
kesi jahat lantak orang sorang sorang person,Negatif
gilir sakit paksa kerja apresiasi bilang maaf himpun jahat mending bubar,Negatif
jahat japri marah grup kantor orang wenang diam,Negatif
keras aniaya bantu oktober selesai kerja verbal korban anak korban fisik luka titip,Negatif
kerja jahat menat plus mulut cika suka orang suka ampu habis nama buruk orang,Negatif
pilih kantor lingkung jahat biar adil jahat rugi kesel cari muka maksud orang,Negatif
kerja alam kerja asam lambung trauma senioritas trauma suara pakai salah kompetisi nyanyi bayar kesan,Positif
kasih gaji ganti orang jahat yayasan utang tinggal suami,Negatif
pegawai bagus alias jahat terima kerja besok ajar kayak timbang,Positif
cerita kerja manila rapat minggu zoom manila kantor muak banget rapat cabut listrik kantor biar rapat putus maaf mati lampu,Positif
jahat potensi langgar ketenagakerjaan orang jaman demo mati biar buruh kerja zaman,Negatif
ayah negeri bikin stres mental kena banget kerja lingkung jahat orang rumah mental,Negatif
stres kerja jahat kerja kerja tahan kerja orang orang reng,Negatif
lingkung rekan kerja jahat dukung kembang ambil keluarga harap perfek kerja lumayan,Positif
tinggal kerja jahat gaji bayar,Negatif
banget aura atmosfer kerja jahat kangen bareng kadang bilang capek bingung bilang,Positif
moga jebak jahat kerja,Netral
sadar penuh pribadi zona jahat kerja orang mending mending sehat lepas tahap alhamdulillah allah,Negatif
kerja bikin tekan capek fisik capek mental capek banget kerja kerja jahat ganti karir nyonya nyonya nyonya,Positif
tegur sentap kerja jahat cari nafas keluh sedih bengang stres rungut ketul,Negatif
sakit kerja jahat sakit kerja tahan menang rumah muak banget menang mati kali,Negatif
kerja jahat hilang masuk manajer kasih saran biar obrol pegawai sapa saran bilang peduli kemarin teman teman kerja,Positif
magang jahat kerja maksud alam kerja bidang stres kena mental stres depresi,Negatif
lelaki jahat sepah kerja liar lelaki rumah tangga jahat bincang laki bini bawa masuk kerja,Negatif
kerja cari kerja kerja jahat gaji jahat tahan,Negatif
senin ketemu jahat drama kerja lingkung gaji sesuai masuk akal amin,Positif
nyata lingkung kerja jahat banget,Netral
kalah kerja jahat pelit kerja pelit jahat korupsi senior kerja bocah,Negatif
cari kerja kerja sistem lingkung lumayan jahat gaji telat,Negatif
teman kerja kayak cepat kerja takut kerja jahat ling kerja nyaman,Negatif
sedih menang pisah kerja jahat parah nyaman bismillah panggil slot kosong,Negatif
allah tolong orang orang jahat kerja,Positif
saran mending kerja jahat kuat,Negatif
kerja jahat gaji adem ayem gaji,Negatif
susah kerja jahat pengin renti butuh duit,Negatif
allah moga kerja lingkung nyaman jahat kerja amin tolong mudah allah,Positif
kucil keluarga kerja jahat tipu rekan kerja putus juang fokus resin,Positif
bantu kerja jahat banget banget salah salah sepenuh dinamika partner bikin enek perut banget gara sayang uang,Positif
kerja gara-gara kerja jahat cari muka teman kerja kerja kayak kayak,Negatif
hati badminton kasihan kerja jahat laku suka enak nyaman bikin suka biar jebak main,Positif
jahat kerja mesti muka longkang,Negatif
sadar lingkung kerja jahat jalan,Negatif
kawan orang kerja limit orang jahat kawan langsung kawan kerja,Netral
cewek jahat katai rekan kerja balas kerja loker wajar abai orang kayak,Negatif
bingung banget pilih jahat kerja,Netral
guru sertifikasi ajar rebut akibat suasana kerja jahat,Positif
jahat banget kerja,Netral
lelah akibat kerja banding lelah hadap jahat kerja sedih kerja keluarga hadap lingkung jahat suka,Negatif
semenjak kerja jahat gampang sakit,Negatif
staff jahat kerja stres,Negatif
umur lulus kerja cari kerja jahat kerja umur lulus lihat cari gaji jakarta,Positif
kultur rumah sakit seringkali lebar relasi dokter awat bidan apoteker runyam dokter dokter apoteker resep obat cocok,Positif
jemput teman jahat minus kerja pagi malam lingkung palugada sesuai porsi,Negatif
sabar kerja jahat,Netral
aduh kocak banget ketawa kantor kerja seru maaf trauma kerja jahat habis,Positif
kerja jahat bang pandai,Negatif
orang jahat orang hina benci bela jilat orang rendah,Negatif
bilang jahat omong doang gampang orang rasai moga rasai lingkung kerja jahat kontrak kerja besok makan,Positif
bodo anjir bolos dasar kerja jahat sono mending,Negatif
kasihan kantor jahat term tenaga kerja kantor salah jaga kantor nilai kantor jujur,Positif
kuna jahat kuna,Negatif
